id,age,start_age,r_date,t_date,dur,raid_v_name,raid_v_add,raid_v_area,raid_v_crd,native_v_name,native_v_add,native_v_area,native_v_crd,indst,income,wage_week,wage_type,paypar,paramt,brought,sisters,brothers,school,class
CH009502,17,0,14/03/2016,,-1,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228",Nagarana Halve ko Pallu,,"Mysore, Karnataka, India",,Retail Shop/Office,-1,-1,u,,,,-1,-1,,0
CH009503,14,0,14/03/2016,,-1,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228",Yarab Nagar,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56761, 12.91709",Automobile/Transport,-1,-1,u,,,,-1,-1,,0
CH009504,15,0,14/03/2016,16/10/2015,150,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228",Kaveri Nagar,"Robertsonpet, Kolar, KA, IND","Bangalore, Karnataka, India","78.22422, 12.98222",Retail Shop/Office,-1,-1,u,,,,-1,-1,,0
CH009505,15,0,14/03/2016,20/03/2015,360,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228",Kadirena Halli Cross,,"Bangalore, Karnataka, India",,Automobile/Transport,-1,-1,u,,,,-1,-1,,0
CH009506,17,0,14/03/2016,16/10/2015,150,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228",Kaveri Nagar,"Robertsonpet, Kolar, KA, IND","Bangalore, Karnataka, India","78.22422, 12.98222",Metal,-1,-1,u,,,,-1,-1,,0
CH009507,16,0,14/03/2016,13/02/2016,30,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228",Hoganakaltiruoota Malai,,"Dharmapuri, Tamil Nadu, India",,Hotel/Dhaba,-1,-1,u,,,,-1,-1,,0
CH009508,15,0,14/03/2016,17/08/2015,210,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228","Near Chinna Mananakere, PS Sluni",,"Bangalore, Karnataka, India",,Automobile/Transport,-1,-1,u,,,,-1,-1,,0
CH009509,14,0,14/03/2016,13/02/2016,30,Banashankari,"Bengaluru, Bengaluru, KA, IND","Bangalore, Karnataka, India","77.56986, 12.92228",Kudligi,"Kudligi, Ballari, KA, IND","Gulbarga, Karnataka, India","76.38718, 14.90564",Hotel/Dhaba,-1,-1,u,,,,-1,-1,,0
CH009510,15,0,14/03/2016,,-1,Paltan Bazar (Rly Station),"Guwahati, Kamrup Metropolitan, AS, IND","Kamrup Metropolitan, Assam, India","91.75073, 26.1812",Barbari,"Dibrugarh, Dibrugarh, AS, IND","Golaghat, Assam, India","94.93496, 27.49501",,-1,-1,u,,,middle_man,-1,-1,,0
CH009511,11,0,15/03/2016,10/03/2016,5,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Udaspur Dandwa,"Badlapur, Jaunpur, UP, IND","Faizabad, Uttar Pradesh, India","82.43484, 25.87473",Hotel/Dhaba,34000,-1,u,loan,,middle_man,1,2,drop,5
CH009512,14,14,15/03/2016,16/11/2015,120,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Lalsaraiya,"Majhaulia, Pashchim Champaran, BR, IND","East Champaran, Bihar, India","84.65717, 26.75832",Garment,23000,-1,u,no,,relatives,3,0,drop,0
CH009513,12,0,15/03/2016,12/03/2016,3,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Jadaupur,"Atrauli, Aligarh, UP, IND","Bareilli, Uttar Pradesh, India","78.30551, 28.11231",Garment,-1,-1,u,,,,-1,-1,,0
CH009514,12,12,15/03/2016,13/03/2016,2,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Gernabari Mauja,"Islampur, Uttar Dinajpur, WB, IND","North Dinajpur, West Bengal, India","88.28099, 26.20501",Garment,22000,-1,u,no,,relatives,5,3,drop,2
CH009515,14,11,15/03/2016,30/01/2013,1140,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Dema,"Phulidumar, Banka, BR, IND","Sitamarhi, Bihar, India","86.78292, 25.02707",Garment,-1,0,o,no,,middle_man,4,4,no,0
CH009516,14,13,15/03/2016,21/03/2015,360,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Darsur Mathh Tila,"Hayaghat, Darbhanga, BR, IND","Samastipur, Bihar, India","85.87813, 26.0191",Garment,23000,500.0,m,no,,employer,4,1,no,0
CH009517,10,10,15/03/2016,14/02/2016,30,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Deva,"Chainapur, Kaimoor (Bhabuaa), BR, IND","Sitamarhi, Bihar, India","83.50435, 25.12631",Garment,20000,500.0,m,no,,middle_man,2,2,no,0
CH009518,16,0,15/03/2016,17/10/2015,150,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Sirsi,"Dumri, Gumla, JH, IND","Godda, Jharkhand, India","84.20118, 23.25421",Garment,26000,1440,d,no,,relatives,1,4,drop,2
CH009519,16,16,15/03/2016,14/02/2016,30,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Chaman Nagariya,"Chhata, Mathura, UP, IND","Bareilli, Uttar Pradesh, India","77.45192, 27.71397",Garment,25000,-1,u,no,,relatives,5,2,no,0
CH009520,17,17,15/03/2016,14/02/2016,30,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Devaraniyan,"Baheree Up-Jila, Barelee, UP, IND","Bareilli, Uttar Pradesh, India","79.47437, 28.629",Garment,25000,-1,u,no,,parents,2,4,drop,5
CH009521,16,16,15/03/2016,17/10/2015,150,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Maukha Gaon,"Keshpur, Paschim Medinipur, WB, IND","North Dinajpur, West Bengal, India","87.51968, 22.61626",Garment,26000,0,o,no,,middle_man,2,2,no,0
CH009522,16,16,15/03/2016,07/03/2016,8,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Sirsi,"Dumri, Gumla, JH, IND","Godda, Jharkhand, India","84.20118, 23.25421",Garment,20000,-1,u,no,,relatives,0,4,drop,8
CH009523,13,13,15/03/2016,14/02/2016,30,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Bahilvara Roopnath,"Saraiya, Mujaphfarapur, BR, IND","Muzaffarpur, Bihar, India","85.23386, 26.02427",Garment,25000,-1,u,no,,parents,1,2,yes,5
CH009524,14,14,15/03/2016,14/02/2016,30,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Bara/Nonahi,"Sonbarsa, Sitamarhi, BR, IND","Sitamarhi, Bihar, India","85.65797, 26.75686",Garment,25000,-1,u,no,,parents,-1,-1,drop,5
CH009525,14,13,15/03/2016,17/09/2015,180,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Sugiya Katsari,"Patahi, Purba Champaran, BR, IND","Sheohar, Bihar, India","85.24264, 26.5544",Garment,32000,-1,u,loan,,middle_man,1,1,no,0
CH009526,15,14,15/03/2016,17/09/2015,180,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Sugiya Katsari,"Patahi, Purba Champaran, BR, IND","Sheohar, Bihar, India","85.24264, 26.5544",Garment,34000,-1,u,no,,middle_man,3,2,no,0
CH009527,16,16,15/03/2016,29/02/2016,15,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Pachhi,"Madhepur, Madhubani, BR, IND","Madhubani, Bihar, India","86.35501, 26.18302",Garment,29000,-1,u,no,,employer,2,2,drop,6
CH009528,16,16,15/03/2016,14/02/2016,30,Devli Road,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.23714, 28.51556",Kokna,"Dumra, Sitamarhi, BR, IND","Sitamarhi, Bihar, India","85.49138, 26.55721",Garment,30000,300,w,no,,middle_man,2,2,drop,5
CH009529,15,15,15/03/2016,14/02/2016,30,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Chandanpur,"Akbarpur Sub-District, Ambedkar Nagar, UP, IND","Badaun, Uttar Pradesh, India","82.56865, 26.35397",Hotel/Dhaba,25000,-1,u,no,,middle_man,4,-1,drop,5
CH009530,15,12,15/03/2016,16/12/2015,90,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Islam Nagar,"Bilsi, Budaun, UP, IND","Badaun, Uttar Pradesh, India","78.72457, 28.32556",,23000,-1,u,no,,relatives,3,0,drop,8
CH009531,16,16,15/03/2016,17/10/2015,150,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Lal Kuan,"Delhi, South, DL, IND","South East Delhi, Delhi, India","77.28037, 28.49109",Automobile/Transport,25000,300,d,no,,parents,1,1,drop,9
CH009532,16,16,15/03/2016,15/01/2016,60,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Sangam Vihar,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.24306, 28.49802",Automobile/Transport,25000,500.0,m,no,,middle_man,0,3,drop,9
CH009533,16,16,15/03/2016,14/02/2016,30,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Simalkhet-Chilaniya,"Narendranagar, Tehri Garhwal, UK, IND","Champawat, Uttarakhand, India","78.34537, 30.13369",Hotel/Dhaba,23000,-1,u,no,,middle_man,3,3,drop,9
CH009534,16,15,15/03/2016,14/02/2016,30,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Simalkhet-Chilaniya,"Narendranagar, Tehri Garhwal, UK, IND","Champawat, Uttarakhand, India","78.34537, 30.13369",Hotel/Dhaba,23000,-1,u,no,,middle_man,3,3,drop,9
CH009535,17,17,15/03/2016,30/01/2016,45,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Neb Sarai,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.196, 28.51538",Automobile/Transport,29000,250.0,m,no,,parents,2,2,no,0
CH009536,17,0,15/03/2016,26/04/2008,2880,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Mohana,"Rajaun, Banka, BR, IND","Katihar, Bihar, India","87.02465, 24.95865",Automobile/Transport,23000,-1,u,no,,middle_man,4,2,drop,0
CH009537,16,16,15/03/2016,03/03/2016,12,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Jolhaniya,,"Supaul, Bihar, India",,Automobile/Transport,23000,-1,u,no,,middle_man,1,2,drop,8
CH009538,17,17,15/03/2016,15/01/2016,60,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Dhamora,"Dwarahat, Almora, UK, IND","Pithoragarh, Uttarakhand, India","79.36611, 29.72995",Hotel/Dhaba,35000,-1,u,no,,employer,3,2,drop,8
CH009539,16,16,15/03/2016,24/02/2016,20,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Maheshpur,"Allapur, Ambedkar Nagar, UP, IND","Bareilli, Uttar Pradesh, India","82.90752, 26.41466",Hotel/Dhaba,25000,-1,u,no,,middle_man,3,1,drop,8
CH009540,16,16,15/03/2016,30/01/2016,45,Saidulajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Saidullajab,"Delhi, South, DL, IND","South Delhi, Delhi, India","77.19962, 28.51903",Automobile/Transport,30000,-1,u,no,,parents,1,1,drop,9
CH009541,12,0,16/03/2016,15/02/2016,30,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Phoolkanha,,"Sitamarhi, Bihar, India",,Hotel/Dhaba,-1,-1,u,,,,-1,-1,,0
CH009542,11,0,16/03/2016,15/02/2016,30,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Phoolkanha,,"Sitamarhi, Bihar, India",,Hotel/Dhaba,-1,-1,u,,,,-1,-1,,0
CH009543,15,0,16/03/2016,15/02/2016,30,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Sidharth Nagar,"Varanasi, Varanasi, UP, IND","Aligarh, Uttar Pradesh, India","82.99569, 25.36698",,-1,-1,u,,,,-1,-1,,0
CH009544,12,0,16/03/2016,15/02/2016,30,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",,,", , ",,,-1,-1,u,,,,-1,-1,,0
CH009545,13,0,16/03/2016,01/03/2016,15,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Oraiya,"Akbarpur, Nawada, BR, IND","East Champaran, Bihar, India","85.55308, 24.74795",,-1,-1,u,,,,-1,-1,,0
CH009546,15,0,16/03/2016,17/11/2015,120,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Bhakti,"Siliguree, Jalapaeegudee, WB, IND","North Dinajpur, West Bengal, India","88.43939, 26.68743",Hotel/Dhaba,-1,-1,u,,,,-1,-1,,0
CH009547,17,0,16/03/2016,17/11/2015,120,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Bhakti,"Siliguree, Jalapaeegudee, WB, IND","North Dinajpur, West Bengal, India","88.43939, 26.68743",Hotel/Dhaba,-1,-1,u,,,,-1,-1,,0
CH009548,18,0,16/03/2016,15/02/2016,30,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Bhakti,"Siliguree, Jalapaeegudee, WB, IND","North Dinajpur, West Bengal, India","88.43939, 26.68743",Hotel/Dhaba,-1,-1,u,,,,-1,-1,,0
CH009549,15,0,16/03/2016,15/02/2016,30,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Dalten Ganj,"Daltanaganj, Palamoo, JH, IND","Garhwa, Jharkhand, India","84.07691, 24.0482",Retail Shop/Office,-1,-1,u,,,,-1,-1,,0
CH009550,19,0,16/03/2016,25/06/2014,630,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Dettarabad,,"Sundergarh, Orissa, India",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009551,20,0,16/03/2016,27/03/2014,720,Rajouri Garden,"Delhi, West, DL, IND","West Delhi, Delhi, India","77.12209, 28.64563",Dumanpur,"Shikaripara, Dumka, JH, IND","Dumka, Jharkhand, India","87.49404, 24.29588",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009552,10,0,18/03/2016,17/02/2016,30,Anand Vihar,"Delhi, East, DL, IND","Shahdara, Delhi, India","77.31374, 28.65357",Gazi Tulkamalpur,,"Khagaria, Bihar, India",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009553,16,0,18/03/2016,20/09/2015,180,Anand Vihar,"Delhi, East, DL, IND","Shahdara, Delhi, India","77.31374, 28.65357",Lalganj,"Lalganj, Vaishali, BR, IND","Vaishali, Bihar, India","85.18097, 25.8658",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009554,17,0,18/03/2016,20/10/2015,150,Anand Vihar,"Delhi, East, DL, IND","Shahdara, Delhi, India","77.31374, 28.65357",,,", , ",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009555,16,0,18/03/2016,23/04/2015,330,Anand Vihar,"Delhi, East, DL, IND","Shahdara, Delhi, India","77.31374, 28.65357",Simko,"Bandgaon, Pashchimi Singhbhum, JH, IND","West Singhbhum, Jharkhand, India","85.41071, 22.82709",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009556,16,0,18/03/2016,16/03/2016,2,Anand Vihar,"Delhi, East, DL, IND","Shahdara, Delhi, India","77.31374, 28.65357","Saranwa PS Hadchandpur,Dist Saranwa","Kadipur, Sultanpur, UP, IND",", Uttar Pradesh, India","82.5456, 26.17398",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009557,16,0,18/03/2016,22/07/2015,240,Anand Vihar,"Delhi, East, DL, IND","Shahdara, Delhi, India","77.31374, 28.65357",Satbora,,"Simdega, Jharkhand, India",,Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009558,16,0,18/03/2016,02/02/2016,45,Anand Vihar,"Delhi, East, DL, IND","Shahdara, Delhi, India","77.31374, 28.65357",Shivkata Bagan,"Karimganj, Karimganj, AS, IND",", Assam, India","92.36575, 24.84005",Domestic Servant,-1,-1,u,,,,-1,-1,,0
CH009559,15,0,18/03/2016,24/03/2015,360,Shakurpur,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.13975, 28.68217","Nabakrushna Nagar,Sona Parbat",,"Sundergarh, Orissa, India",,Domestic Servant,-1,-1,u,,,middle_man,-1,-1,,0
CH009560,9,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","Katihar, Bihar, India","86.40363, 26.12169",,-1,-1,u,,,,-1,-1,,0
CH009561,8,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","Katihar, Bihar, India","86.40363, 26.12169",,-1,-1,u,,,,-1,-1,,0
CH009562,12,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Habda,"Gaunaha, Pashchim Champaran, BR, IND","Katihar, Bihar, India","84.41769, 27.23352",,-1,-1,u,,,,-1,-1,,0
CH009563,10,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Kalyangaon,,"Katihar, Bihar, India",,,-1,-1,u,,,,-1,-1,,0
CH009564,13,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Chanditol,"Gogri, Khagaria, BR, IND","Katihar, Bihar, India","86.6076, 25.48648",,-1,-1,u,,,,-1,-1,,0
CH009565,11,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","Katihar, Bihar, India","86.40363, 26.12169",,-1,-1,u,,,,-1,-1,,0
CH009566,13,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","Katihar, Bihar, India","86.40363, 26.12169",,-1,-1,u,,,,-1,-1,,0
CH009567,8,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bichhada,"Sikandar, Jamuee, BR, IND","Katihar, Bihar, India","86.05901, 24.93457",,-1,-1,u,,,,-1,-1,,0
CH009568,15,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009569,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009570,9,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009571,14,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Malhi Shahar,"Asthawan, Nalanda, BR, IND","Supaul, Bihar, India","85.60504, 25.21421",,-1,-1,u,,,,-1,-1,,0
CH009572,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Malhi Shahar,"Asthawan, Nalanda, BR, IND","Supaul, Bihar, India","85.60504, 25.21421",,-1,-1,u,,,,-1,-1,,0
CH009573,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009574,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Dharuha,"Basantapur, Supaul, BR, IND","Supaul, Bihar, India","86.88525, 26.43228",,-1,-1,u,,,,-1,-1,,0
CH009575,17,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Dharuha,"Basantapur, Supaul, BR, IND","Supaul, Bihar, India","86.88525, 26.43228",,-1,-1,u,,,,-1,-1,,0
CH009576,9,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009577,9,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Hakdam,"Baikunthpur, Gopalganj, BR, IND","Purnea, Bihar, India","84.70675, 26.29288",,-1,-1,u,,,,-1,-1,,0
CH009578,9,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Dekara Baluganj,"Balrampur, Katihar, BR, IND","Katihar, Bihar, India","87.81158, 25.84042",,-1,-1,u,,,,-1,-1,,0
CH009579,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Farbisganj,,"Araria, Bihar, India",,,-1,-1,u,,,,-1,-1,,0
CH009580,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bairiya Kamal,"Kataiya, Gopalaganj, BR, IND","Supaul, Bihar, India","83.99319, 26.51957",,-1,-1,u,,,,-1,-1,,0
CH009581,14,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bairiya Kamal,"Kataiya, Gopalaganj, BR, IND","Supaul, Bihar, India","83.99319, 26.51957",,-1,-1,u,,,,-1,-1,,0
CH009582,15,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Gatrpur,"Keotiranway, Darbhanga, BR, IND","Araria, Bihar, India","85.98653, 26.25393",,-1,-1,u,,,,-1,-1,,0
CH009583,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009584,10,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009585,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009586,15,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","Katihar, Bihar, India","86.40363, 26.12169",,-1,-1,u,,,,-1,-1,,0
CH009587,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","Katihar, Bihar, India","86.40363, 26.12169",,-1,-1,u,,,,-1,-1,,0
CH009588,10,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Paduaa,"Balaramapur, Katihar, BR, IND","Katihar, Bihar, India","87.84976, 25.80887",,-1,-1,u,,,,-1,-1,,0
CH009589,11,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009590,13,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","Katihar, Bihar, India","87.8216, 25.72705",,-1,-1,u,,,,-1,-1,,0
CH009591,16,0,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","Buxar, Bihar, India","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","Katihar, Bihar, India","86.40363, 26.12169",,-1,-1,u,,,,-1,-1,,0
CH009592,15,0,28/03/2016,,-1,Jorhat,"Jorhat, Jorhat, AS, IND","Jorhat, Assam, India","94.20675, 26.76748",Panbari,"Golaghat, Golaghat, AS, IND","Baksa, Assam, India","94.07851, 26.2935",,-1,-1,u,,,middle_man,-1,-1,,0
CH009593,10,0,05/04/2016,07/11/2015,150,Phagwara Main Bazar,,"Kapurthala, Punjab, India",,Garhwali Gate,"Amritsar, Amritsar, PB, IND","Amritsar, Punjab, India","74.87216, 31.61108",Retail Shop/Office,-1,-1,u,,,,-1,-1,,0
CH009594,12,0,12/04/2016,17/06/2015,300,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Tri Nagar,"Delhi, North West, DL, IND","West Delhi, Delhi, India","77.15542, 28.67637",Hotel/Dhaba,-1,750.0,m,no,,relatives,2,2,drop,4
CH009595,12,0,12/04/2016,11/04/2016,1,Tri Nagar,"Delhi, North West, DL, IND","North West Delhi, Delhi, India","77.15542, 28.67637",Tarsaur,"Jalaun, Jalaun, UP, IND","Jalaun, Uttar Pradesh, India","79.41547, 26.26693",Hotel/Dhaba,26000,-1,u,no,,relatives,1,1,drop,10
