id,age,r_date,t_date,dur,raid_v_name,raid_v_add,raid_v_crd,native_v_name,native_v_add,native_v_crd,indst,paypar,paramt,brought
CH009568,15,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009569,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009570,9,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009571,14,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Malhi Shahar,"Asthawan, Nalanda, BR, IND","85.60504, 25.21421",,,,
CH009572,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Malhi Shahar,"Asthawan, Nalanda, BR, IND","85.60504, 25.21421",,,,
CH009573,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009574,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Dharuha,"Basantapur, Supaul, BR, IND","86.88525, 26.43228",,,,
CH009575,17,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Dharuha,"Basantapur, Supaul, BR, IND","86.88525, 26.43228",,,,
CH009576,9,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009577,9,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Hakdam,"Baikunthpur, Gopalganj, BR, IND","84.70675, 26.29288",,,,
CH009578,9,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Dekara Baluganj,"Balrampur, Katihar, BR, IND","87.81158, 25.84042",,,,
CH009579,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Farbisganj,,,,,,
CH009580,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bairiya Kamal,"Kataiya, Gopalaganj, BR, IND","83.99319, 26.51957",,,,
CH009581,14,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bairiya Kamal,"Kataiya, Gopalaganj, BR, IND","83.99319, 26.51957",,,,
CH009582,15,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Gatrpur,"Keotiranway, Darbhanga, BR, IND","85.98653, 26.25393",,,,
CH009583,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009584,10,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009585,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009586,15,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","86.40363, 26.12169",,,,
CH009587,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","86.40363, 26.12169",,,,
CH009588,10,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Paduaa,"Balaramapur, Katihar, BR, IND","87.84976, 25.80887",,,,
CH009589,11,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009590,13,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Bijhara,"Kadwa, Katihar, BR, IND","87.8216, 25.72705",,,,
CH009591,16,19/03/2016,,-1,Buxar Railway Station,"Krityanand Nagar, Purnia, BR, IND","87.51504, 25.79741",Madhepur,"Madhepur, Madhubani, BR, IND","86.40363, 26.12169",,,,
CH009592,15,28/03/2016,,-1,Jorhat,"Jorhat, Jorhat, AS, IND","94.20675, 26.76748",Panbari,"Golaghat, Golaghat, AS, IND","94.07851, 26.2935",,,,middle_man
CH009593,10,05/04/2016,07/11/2015,150,Phagwara Main Bazar,,,Garhwali Gate,"Amritsar, Amritsar, PB, IND","74.87216, 31.61108",Retail Shop/Office,,,
CH009594,12,12/04/2016,17/06/2015,300,Tri Nagar,"Delhi, North West, DL, IND","77.15542, 28.67637",Tri Nagar,"Delhi, North West, DL, IND","77.15542, 28.67637",Hotel/Dhaba,no,,relatives
CH009595,12,12/04/2016,11/04/2016,1,Tri Nagar,"Delhi, North West, DL, IND","77.15542, 28.67637",Tarsaur,"Jalaun, Jalaun, UP, IND","79.41547, 26.26693",Hotel/Dhaba,no,,relatives
CH009596,13,12/04/2016,28/04/2013,1080,Tri Nagar,"Delhi, North West, DL, IND","77.15542, 28.67637",Balbhaderpur,"Azamgarh Sub-District, Azamgarh, UP, IND","83.22128, 25.87367",Hotel/Dhaba,no,,parents
CH009597,16,12/04/2016,03/05/2012,1440,Tri Nagar,"Delhi, North West, DL, IND","77.15542, 28.67637",Ashok Vihar,"Delhi, North West, DL, IND","77.17606, 28.69042",Hotel/Dhaba,no,,parents
CH009598,16,12/04/2016,13/01/2016,90,Tri Nagar,"Delhi, North West, DL, IND","77.15542, 28.67637",Wazirpur,"Delhi, North West, DL, IND","77.15242, 28.69349",Hotel/Dhaba,no,,parents
CH009599,17,12/04/2016,28/04/2013,1080,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Harapani,"Kolebira, Simadega, JH, IND","84.6164, 22.71176",Domestic Servant,,,
CH009600,17,12/04/2016,23/04/2014,720,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Chamarchi,"Dhupguri, Jalpaiguri, WB, IND","89.09026, 26.8877",Domestic Servant,,,
CH009601,15,12/04/2016,23/04/2014,720,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Urang Bagan,"Umrangso, Dima Hasao, AS, IND","92.78202, 25.58418",Domestic Servant,,,
CH009602,16,12/04/2016,18/04/2015,360,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Bhunai Pada,"Na-Duar, Sonitpur, AS, IND","93.0715, 26.74112",Domestic Servant,,,
CH009603,16,12/04/2016,18/04/2015,360,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Hindo,"Ranchi, Ranchi, JH, IND","85.31705, 23.3277",Domestic Servant,,,
CH009604,16,12/04/2016,29/03/2016,14,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Marcha,"Torpa, Khunti, JH, IND","85.00284, 22.88097",Domestic Servant,,,
CH009605,14,12/04/2016,29/03/2016,14,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Bagur,"Kisko, Lohardaga, JH, IND","84.63567, 23.46143",Domestic Servant,,,
CH009606,16,12/04/2016,13/01/2016,90,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Kulda,"Hemgir, Sundargarh, OD, IND","83.75517, 22.0335",Domestic Servant,,,
CH009607,17,12/04/2016,,-1,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Mal Bazar Bakra Court,"Barabazar, Puruliya, WB, IND","86.36152, 23.02869",Domestic Servant,,,
CH009608,15,12/04/2016,15/09/2015,210,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Karbi Anglong,", Karbi Anglong, AS, IND","92.70124, 25.9333",Domestic Servant,,,
CH009609,16,12/04/2016,29/03/2016,14,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Kumarmatam,"Binpur-I, Paschim Medinipur, WB, IND","87.04845, 22.58324",Domestic Servant,,,
CH009610,16,12/04/2016,29/03/2016,14,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Mijika,"Biswanath, Sonitpur, AS, IND","93.18573, 26.74494",Domestic Servant,,,
CH009611,16,12/04/2016,23/04/2014,720,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Salna,,,Domestic Servant,,,
CH009612,17,12/04/2016,23/04/2014,720,Shakurpur,"Delhi, North West, DL, IND","77.13975, 28.68217",Baradhara,"Mahagama, Godda, JH, IND","87.23764, 25.04962",Domestic Servant,,,
CH009613,14,21/04/2016,23/12/2015,120,Lal Bagh (Ldh),"Ludhiana, Ludhiana, PB, IND","75.77981, 30.88057",Manjhiya,"Harraiya, Basti, UP, IND","82.4678, 26.71101",Domestic Servant,,,
CH009614,14,27/04/2016,28/01/2016,90,Faridabad,"Faridabad, Faridabad, HR, IND","77.31276, 28.39247",Magulmari,"Dhing, Nagaon, AS, IND","92.49071, 26.4588",Domestic Servant,,,middle_man
CH009615,15,28/04/2016,21/04/2016,7,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Mistri Tola Jatahar,,,Garment,,,
CH009616,13,28/04/2016,29/03/2016,30,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Jamaur,"Shahjahanpur Sub-District, Shahjahanpur, UP, IND","79.84883, 27.83252",Garment,,,
CH009617,16,28/04/2016,29/03/2016,30,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Shivanandpur,"Barasoee, Katihar, BR, IND","87.91778, 25.60781",Garment,,,
CH009618,15,28/04/2016,29/01/2016,90,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Gausaibigha,,,Garment,,,
CH009619,15,28/04/2016,28/02/2016,60,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Kochas,"Kochas, Rohtas, BR, IND","83.92138, 25.23169",Garment,,,
CH009620,16,28/04/2016,16/04/2016,12,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Doriya,"Terahagachchh, Kishanaganj, BR, IND","87.67449, 26.35277",Garment,,,
CH009621,17,28/04/2016,11/04/2016,17,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Kasba,"Kasba, Purnia, BR, IND","87.53872, 25.85967",Garment,,,
CH009622,16,28/04/2016,30/11/2015,150,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Dhaoupur,"Sarila, Hamirpur, UP, IND","79.79439, 25.82254",Garment,,,
CH009623,17,28/04/2016,05/12/2014,510,Gehlewal,"Ludhiana (East) Sub-District, Ludhiana, PB, IND","76.11193, 30.94284",Bataudiya,,,Garment,,,
CH009624,19,29/04/2016,05/05/2015,360,Vijay Vihar,"Delhi, North West, DL, IND","77.0973, 28.71105",Hasimara,"Kalchini, Jalpaiguri, WB, IND","89.35241, 26.72528",Domestic Servant,,,
CH009625,19,29/04/2016,26/05/2011,1800,Vijay Vihar,"Delhi, North West, DL, IND","77.0973, 28.71105",Navrata Bagan,"Bagnan-I, Haora, WB, IND","87.97011, 22.46324",Domestic Servant,,,
CH009626,14,29/04/2016,09/04/2016,20,Kishan Vihar,"Delhi, North West, DL, IND","77.038, 28.71542",Dhadpura,"Kanth, Moradabad, UP, IND","78.65443, 29.10397",Hotel/Dhaba,,,
CH009627,16,29/04/2016,16/04/2016,13,Kishan Vihar,"Delhi, North West, DL, IND","77.038, 28.71542",Dhonae,"Shikohabad, Firozabad, UP, IND","78.65571, 26.99717",Hotel/Dhaba,,,
CH009628,15,29/04/2016,29/02/2016,60,Kishan Vihar,"Delhi, North West, DL, IND","77.038, 28.71542",Korth,"Bah, Agra, UP, IND","78.77426, 26.79305",Hotel/Dhaba,,,
CH009629,17,29/04/2016,05/04/2015,390,Kishan Vihar,"Delhi, North West, DL, IND","77.038, 28.71542",Daura,"Rampur-Baghe, Satna, MP, IND","80.84074, 24.45962",Dairy Products,,,
CH009630,13,16/05/2016,16/02/2016,90,Govardhan Garden,,,Paduka Tehleq,,,Hotel/Dhaba,,,
CH009631,15,16/05/2016,16/02/2016,90,Govardhan Garden,,,Paduka Tehleq,,,Hotel/Dhaba,,,
CH009632,14,16/05/2016,16/02/2016,90,Govardhan Garden,,,Dhulishore Tehleq,,,Hotel/Dhaba,,,
CH009633,14,16/05/2016,,-1,Govardhan Garden,,,Kandli,"Kalghatgi, Dharwad, KA, IND","74.8459, 15.14142",Hotel/Dhaba,,,
CH009634,17,18/05/2016,03/06/2013,1080,Ahata Kidara,"Delhi, Central, DL, IND","77.20557, 28.6562",Uttam Nagar,"Delhi, West, DL, IND","77.05286, 28.61738",Paper Industry,loan,30000,employer
CH009635,14,19/05/2016,21/12/2015,150,Shyam Enclave,"Delhi, East, DL, IND","77.30482, 28.65402",Baldega,"Kolebira, Simdega, JH, IND","84.75437, 22.56716",Domestic Servant,,,
CH009636,17,22/05/2016,,-1,Paltan Bazar (Rly Station),"Guwahati, Kamrup Metropolitan, AS, IND","91.75073, 26.1812",Dhartargor Basti,,,,,,middle_man
CH009637,16,22/05/2016,,-1,Paltan Bazar (Rly Station),"Guwahati, Kamrup Metropolitan, AS, IND","91.75073, 26.1812",Borang Shantipur Gaon,"Guwahati, Kamrup Metropolitan, AS, IND","91.72669, 26.16527",,,,middle_man
CH009638,15,22/05/2016,,-1,Paltan Bazar (Rly Station),"Guwahati, Kamrup Metropolitan, AS, IND","91.75073, 26.1812",Dhartargor Basti,,,,,,middle_man
CH009639,15,25/05/2016,28/10/2015,210,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Sikarpur,"Kadwa, Katihar, BR, IND","87.81951, 25.76133",Cosmetic,no,,middle_man
CH009640,15,25/05/2016,31/05/2015,360,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Bandrkh,,,Cosmetic,no,,middle_man
CH009641,17,25/05/2016,18/05/2016,7,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Paina Khurd,"Fatehpur Sub-District, Fatehpur, UP, IND","80.76198, 25.81261",Garment,no,,relatives
CH009642,14,25/05/2016,18/05/2016,7,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Tilhar,"Tilhar, Shahjahanpur, UP, IND","79.73775, 27.96291",Garment,no,,middle_man
CH009643,13,25/05/2016,10/05/2016,15,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Samri,"Agra, Agra, UP, IND","78.01777, 27.12109",Automobile/Transport,no,,employer
CH009644,12,25/05/2016,27/12/2015,150,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Dubaili Biswaspur,"Kasba, Purnia, BR, IND","87.60144, 25.89705",Cosmetic,,,
CH009645,13,25/05/2016,31/05/2015,360,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Begampur,"Patna, Patna, BR, IND","85.23086, 25.58375",Cosmetic,,,relatives
CH009646,17,25/05/2016,28/09/2015,240,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Dulkaha,,,Automobile/Transport,,,
CH009647,13,25/05/2016,26/01/2016,120,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Alampur,"Fatehabad, Agra, UP, IND","78.2812, 26.97681",Automobile/Transport,,,
CH009648,15,25/05/2016,25/04/2016,30,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Amroha,"Bhabua, Kaimur (Bhabua), BR, IND","83.52437, 25.14742",Automobile/Transport,,,
CH009649,16,25/05/2016,25/04/2016,30,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Badarsa,"Sohawal, Faizabad, UP, IND","82.12041, 26.64285",Automobile/Transport,,,
CH009650,12,25/05/2016,25/04/2016,30,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Bhusabhatti,,,Hotel/Dhaba,,,middle_man
CH009651,11,25/05/2016,13/05/2016,12,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Bhusabhatti,,,Hotel/Dhaba,,,
CH009652,14,25/05/2016,25/04/2016,30,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Sikatihar,"Kochadhamin, Kishanganj, BR, IND","87.78938, 26.206",Hotel/Dhaba,,,
CH009653,15,25/05/2016,23/05/2016,2,Yamuna Vihar,"Delhi, North East, DL, IND","77.2721, 28.70058",Vishwaspur,,,Automobile/Transport,,,relatives
CH009654,15,31/05/2016,28/05/2016,3,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Tepra,"Saharanpur Sub-District, Saharanpur, UP, IND","77.54193, 30.06586",Hotel/Dhaba,,,
CH009655,15,31/05/2016,03/12/2015,180,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Tepra,"Saharanpur Sub-District, Saharanpur, UP, IND","77.54193, 30.06586",Hotel/Dhaba,advance,,relatives
CH009656,15,31/05/2016,12/05/2016,19,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Paharpur,"Paharpur, Purba Champaran, BR, IND","84.59657, 26.59634",Building and Construction,no,,relatives
CH009657,16,31/05/2016,15/05/2016,16,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Jamalpur,"Jamalpur, Munger, BR, IND","86.4932, 25.31947",Building and Construction,,,relatives
CH009658,15,31/05/2016,01/04/2016,60,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Lachor,,,Building and Construction,no,,relatives
CH009659,13,31/05/2016,15/05/2016,16,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Daulatpur,"Falta, South Twenty Four Parganas, WB, IND","88.20704, 22.28453",Building and Construction,no,,
CH009660,16,31/05/2016,28/05/2016,3,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Khajura Inayat Ganj,"Gunnaur, Sambhal, UP, IND","78.42333, 28.42367",Hotel/Dhaba,no,,relatives
CH009661,15,31/05/2016,01/05/2016,30,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Sah Pakdi,"Sikanderpur, Ballia, UP, IND","83.99651, 25.92892",Hotel/Dhaba,no,,relatives
CH009662,16,31/05/2016,02/03/2016,90,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Jhojhi,"Benipatti, Madhubani, BR, IND","86.0223, 26.4482",Hotel/Dhaba,,,middle_man
CH009663,14,31/05/2016,25/05/2016,6,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Dhabaili,"Terhagachh, Kishanganj, BR, IND","87.6456, 26.36531",Hotel/Dhaba,no,,relatives
CH009664,17,31/05/2016,02/03/2016,90,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Ramavapur,"Harraiya, Basti, UP, IND","82.48163, 26.81131",Hotel/Dhaba,loan,,relatives
CH009665,13,31/05/2016,28/05/2016,3,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Kurwari Mafi,"Marihan, Mirzapur, UP, IND","82.71399, 24.84986",Hotel/Dhaba,,,relatives
CH009666,13,31/05/2016,16/05/2016,15,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Rupandehi,,,Hotel/Dhaba,no,,relatives
CH009667,14,31/05/2016,16/05/2016,15,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Churli,"Thakurganj, Kishanganj, BR, IND","88.11076, 26.44607",Hotel/Dhaba,no,,
CH009668,15,31/05/2016,11/05/2016,20,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Majholiya,"Majhauliya, Paschim Champaaran, BR, IND","84.62259, 26.80054",Automobile/Transport,unknown,,self
CH009669,13,31/05/2016,25/05/2016,6,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Mayana,"Greater Noida, Gautam Buddha Nagar, UP, IND","77.63435, 28.23968",Retail Shop/Office,,,
CH009670,16,31/05/2016,26/05/2016,5,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Retail Shop/Office,no,,self
CH009671,15,31/05/2016,22/05/2016,9,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Retail Shop/Office,no,,self
CH009672,16,31/05/2016,26/05/2016,5,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Naglaroop,,,Hotel/Dhaba,unknown,,self
CH009673,16,31/05/2016,03/12/2015,180,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Hotel/Dhaba,unknown,,self
CH009674,13,31/05/2016,16/05/2016,15,Mehrauli,"Delhi, South, DL, IND","77.18011, 28.52094",Ramnagar Bujurg,"Palera, Tikamgarh, MP, IND","79.2387, 24.95283",Electrical & Electronics,no,,relatives
CH009675,14,31/05/2016,16/06/2013,1080,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Ramganga,"Jalalabad, Shahjahanpur, UP, IND","79.69597, 27.49594",Garment,,,
CH009676,15,31/05/2016,06/06/2015,360,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Ramganga,"Jalalabad, Shahjahanpur, UP, IND","79.69597, 27.49594",Garment,,,
CH009677,16,31/05/2016,08/12/2014,540,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Ramganga,"Jalalabad, Shahjahanpur, UP, IND","79.69597, 27.49594",Garment,,,
CH009678,14,31/05/2016,01/05/2016,30,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Ramganga,"Jalalabad, Shahjahanpur, UP, IND","79.69597, 27.49594",Garment,,,
CH009679,16,31/05/2016,03/12/2015,180,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043","Ramuen,Chapra","Chapra, Nadia, WB, IND","88.54861, 23.52148",Garment,,,
CH009680,17,31/05/2016,08/12/2014,540,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043","Ramuen,Chapra","Chapra, Nadia, WB, IND","88.54861, 23.52148",Garment,,,
CH009681,16,31/05/2016,16/04/2016,45,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Lakhipur,"Bardhaman, Barddhaman, WB, IND","87.86388, 23.25344",Garment,,,
CH009682,15,31/05/2016,06/07/2015,330,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Lakhipur,"Bardhaman, Barddhaman, WB, IND","87.86388, 23.25344",Garment,,,
CH009683,16,31/05/2016,01/04/2016,60,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043","Ramuen,Chapra","Chapra, Nadia, WB, IND","88.54861, 23.52148",Garment,,,
CH009684,14,31/05/2016,06/05/2016,25,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043","Samli ,PS Vishnupur","Bishnupur-II, South Twenty Four Parganas, WB, IND","88.26032, 22.41745",Garment,,,
CH009685,15,31/05/2016,06/06/2015,360,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Ramganga,"Jalalabad, Shahjahanpur, UP, IND","79.69597, 27.49594",Garment,,,
CH009686,15,31/05/2016,03/11/2015,210,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Brijwari,"Chhata, Mathura, UP, IND","77.4179, 27.6901",Garment,,,
CH009687,14,31/05/2016,01/04/2016,60,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Kadamgachi,"Barasat-I Sub-District, North Twenty Four Parganas, WB, IND","88.54785, 22.70973",Garment,,,
CH009688,15,31/05/2016,02/03/2016,90,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Godiyapara,,,Garment,,,
CH009689,14,31/05/2016,11/05/2016,20,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Ramganga,"Jalalabad, Shahjahanpur, UP, IND","79.69597, 27.49594",Garment,,,
CH009690,16,31/05/2016,01/04/2016,60,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Chilanakhachabari,,,Garment,,,
CH009691,15,31/05/2016,01/05/2016,30,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Dhankaun,"Piprarhi, Sheohar, BR, IND","85.37759, 26.51108",Garment,,,
CH009692,14,31/05/2016,01/02/2016,120,Ganesh Nagar (Ldh),"Ludhiana, Ludhiana, PB, IND","75.87495, 30.9043",Bhganch,,,Garment,,,
CH009693,13,02/06/2016,03/05/2016,30,Pandav Nagar,"Delhi, East, DL, IND","77.27574, 28.61458",Badlapur,"Badlapur, Jaunpur, UP, IND","82.45004, 25.89395",Automobile/Transport,no,,parents
CH009694,15,02/06/2016,03/04/2016,60,Pandav Nagar,"Delhi, East, DL, IND","77.27574, 28.61458",Patparganj,"Delhi, East, DL, IND","77.30766, 28.62948",Automobile/Transport,no,,parents
CH009695,16,02/06/2016,03/04/2016,60,Pandav Nagar,"Delhi, East, DL, IND","77.27574, 28.61458",Visara,"Gabhana, Aligarh, UP, IND","77.86287, 28.00789",Automobile/Transport,no,,middle_man
CH009696,16,02/06/2016,03/05/2016,30,Pandav Nagar,"Delhi, East, DL, IND","77.27574, 28.61458",Khanapur Chhapda-1,,,Automobile/Transport,no,,parents
CH009697,16,02/06/2016,24/05/2016,9,Pandav Nagar,"Delhi, East, DL, IND","77.27574, 28.61458",Ikdhara,"Pilibhit Sub-District, Pilibhit, UP, IND","79.83704, 28.58574",Automobile/Transport,no,,middle_man
CH009698,16,02/06/2016,03/04/2016,60,Pandav Nagar,"Delhi, East, DL, IND","77.27574, 28.61458",Patparganj,"Delhi, East, DL, IND","77.30766, 28.62948",Automobile/Transport,no,,parents
CH009699,15,02/06/2016,03/04/2016,60,Pandav Nagar,"Delhi, East, DL, IND","77.27574, 28.61458",Rani Garden Extn.,"Delhi, East, DL, IND","77.27254, 28.6479",Automobile/Transport,no,,parents
CH009700,11,02/06/2016,05/12/2015,180,Kotla Gaon (Mayur Vihar),"Delhi, East, DL, IND","77.29987, 28.61097",Rajvir Colony,,,Automobile/Transport,no,,parents
CH009701,13,02/06/2016,25/05/2016,8,Kotla Gaon (Mayur Vihar),"Delhi, East, DL, IND","77.29987, 28.61097",Asmoli,"Sambhal, Sambhal, UP, IND","78.53686, 28.69606",Automobile/Transport,no,,employer
